"","player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","espn_link","espn_number","espn_id","first_season","last_season"
"1129","Chris Smith","Chris","Smith","chris","smith",NA,"6639/chris-smith",6639,"chris-smith",2014,2014
"1130","Elias Harris","Elias","Harris","elias","harris",NA,"2489660/elias-harris",2489660,"elias-harris",2014,2014
"1131","Andrew Wiggins","Andrew","Wiggins","andrew","wiggins",NA,"3059319/andrew-wiggins",3059319,"andrew-wiggins",2015,2019
"1132","Jabari Brown","Jabari","Brown","jabari","brown",NA,"2580784/jabari-brown",2580784,"jabari-brown",2015,2015
"1133","Jabari Parker","Jabari","Parker","jabari","parker",NA,"3056600/jabari-parker",3056600,"jabari-parker",2015,2019
"1134","Jordan Clarkson","Jordan","Clarkson","jordan","clarkson",NA,"2528426/jordan-clarkson",2528426,"jordan-clarkson",2015,2019
"1135","Langston Galloway","Langston","Galloway","langston","galloway",NA,"2530572/langston-galloway",2530572,"langston-galloway",2015,2019
"1136","Nerlens Noel","Nerlens","Noel","nerlens","noel",NA,"2991280/nerlens-noel",2991280,"nerlens-noel",2015,2019
"1137","Nikola Mirotic","Nikola","Mirotic","nikola","mirotic",NA,"6459/nikola-mirotic",6459,"nikola-mirotic",2015,2019
"1138","Zach LaVine","Zach","LaVine","zach","lavine",NA,"3064440/zach-lavine",3064440,"zach-lavine",2015,2019
"1139","Bojan Bogdanovic","Bojan","Bogdanovic","bojan","bogdanovic",NA,"3593/bojan-bogdanovic",3593,"bojan-bogdanovic",2015,2019
"1140","Elfrid Payton","Elfrid","Payton","elfrid","payton",NA,"2583639/elfrid-payton",2583639,"elfrid-payton",2015,2019
"1141","Rodney Hood","Rodney","Hood","rodney","hood",NA,"2581177/rodney-hood",2581177,"rodney-hood",2015,2019
"1142","KJ McDaniels","KJ","McDaniels","kj","mcdaniels",NA,"2566741/kj-mcdaniels",2566741,"kj-mcdaniels",2015,2017
"1143","Marcus Smart","Marcus","Smart","marcus","smart",NA,"2990992/marcus-smart",2990992,"marcus-smart",2015,2019
"1144","Adreian Payne","Adreian","Payne","adreian","payne",NA,"2531100/adreian-payne",2531100,"adreian-payne",2015,2018
"1145","Jerami Grant","Jerami","Grant","jerami","grant",NA,"2991070/jerami-grant",2991070,"jerami-grant",2015,2019
"1146","Jusuf Nurkic","Jusuf","Nurkic","jusuf","nurkic",NA,"3102530/jusuf-nurkic",3102530,"jusuf-nurkic",2015,2019
"1147","Mitch McGary","Mitch","McGary","mitch","mcgary",NA,"2991041/mitch-mcgary",2991041,"mitch-mcgary",2015,2016
"1148","T.J. Warren","T.J.","Warren","tj","warren",NA,"2982334/t.j.-warren",2982334,"t.j.-warren",2015,2019
"1149","Tarik Black","Tarik","Black","tarik","black",NA,"2528393/tarik-black",2528393,"tarik-black",2015,2018
"1150","Aaron Gordon","Aaron","Gordon","aaron","gordon",NA,"3064290/aaron-gordon",3064290,"aaron-gordon",2015,2019
"1151","Bryce Cotton","Bryce","Cotton","bryce","cotton",NA,"2531054/bryce-cotton",2531054,"bryce-cotton",2015,2016
"1152","Cleanthony Early","Cleanthony","Early","cleanthony","early",NA,"2991227/cleanthony-early",2991227,"cleanthony-early",2015,2016
"1153","Elijah Millsap","Elijah","Millsap","elijah","millsap",NA,"4321/elijah-millsap",4321,"elijah-millsap",2015,2017
"1154","JaKarr Sampson","JaKarr","Sampson","jakarr","sampson",NA,"2608891/jakarr-sampson",2608891,"jakarr-sampson",2015,2019
"1155","P.J. Hairston","P.J.","Hairston","pj","hairston",NA,"2594816/p.j.-hairston",2594816,"p.j.-hairston",2015,2016
"1156","Sean Kilpatrick","Sean","Kilpatrick","sean","kilpatrick",NA,"2488689/sean-kilpatrick",2488689,"sean-kilpatrick",2015,2018
"1157","Shabazz Napier","Shabazz","Napier","shabazz","napier",NA,"2530780/shabazz-napier",2530780,"shabazz-napier",2015,2019
"1158","Tim Frazier","Tim","Frazier","tim","frazier",NA,"2488945/tim-frazier",2488945,"tim-frazier",2015,2019
"1159","Tyler Johnson","Tyler","Johnson","tyler","johnson",NA,"2530276/tyler-johnson",2530276,"tyler-johnson",2015,2019
"1160","Damjan Rudez","Damjan","Rudez","damjan","rudez",NA,"2309097/damjan-rudez",2309097,"damjan-rudez",2015,2017
"1161","Dante Exum","Dante","Exum","dante","exum",NA,"3102528/dante-exum",3102528,"dante-exum",2015,2019
"1162","James Ennis III","James","Ennis III","james","ennis","iii","2579321/james-ennis-iii",2579321,"james-ennis-iii",2015,2019
"1163","Joe Ingles","Joe","Ingles","joe","ingles",NA,"2968436/joe-ingles",2968436,"joe-ingles",2015,2019
"1164","Kostas Papanikolaou","Kostas","Papanikolaou","kostas","papanikolaou",NA,"4195/kostas-papanikolaou",4195,"kostas-papanikolaou",2015,2016
"1165","Markel Brown","Markel","Brown","markel","brown",NA,"2530750/markel-brown",2530750,"markel-brown",2015,2018
"1166","Nik Stauskas","Nik","Stauskas","nik","stauskas",NA,"2991042/nik-stauskas",2991042,"nik-stauskas",2015,2019
"1167","Spencer Dinwiddie","Spencer","Dinwiddie","spencer","dinwiddie",NA,"2580782/spencer-dinwiddie",2580782,"spencer-dinwiddie",2015,2019
"1168","Cory Jefferson","Cory","Jefferson","cory","jefferson",NA,"2488845/cory-jefferson",2488845,"cory-jefferson",2015,2016
"1169","Erick Green","Erick","Green","erick","green",NA,"2488684/erick-green",2488684,"erick-green",2015,2016
"1170","Gary Harris","Gary","Harris","gary","harris",NA,"2999547/gary-harris",2999547,"gary-harris",2015,2019
"1171","James Michael McAdoo","James","Michael McAdoo","james","michael mcadoo",NA,"2594818/james-michael-mcadoo",2594818,"james-michael-mcadoo",2015,2018
"1172","James Young","James","Young","james","young",NA,"3064509/james-young",3064509,"james-young",2015,2018
"1173","Joffrey Lauvergne","Joffrey","Lauvergne","joffrey","lauvergne",NA,"2959753/joffrey-lauvergne",2959753,"joffrey-lauvergne",2015,2018
"1174","Larry Drew II","Larry","Drew II","larry","drew","ii","2325495/larry-drew-ii",2325495,"larry-drew-ii",2015,2018
"1175","Noah Vonleh","Noah","Vonleh","noah","vonleh",NA,"3078284/noah-vonleh",3078284,"noah-vonleh",2015,2019
"1176","Travis Wear","Travis","Wear","travis","wear",NA,"2488674/travis-wear",2488674,"travis-wear",2015,2018
"1177","Tyler Ennis","Tyler","Ennis","tyler","ennis",NA,"3059281/tyler-ennis",3059281,"tyler-ennis",2015,2018
"1178","Clint Capela","Clint","Capela","clint","capela",NA,"3102529/clint-capela",3102529,"clint-capela",2015,2019
"1179","David Stockton","David","Stockton","david","stockton",NA,"2489664/david-stockton",2489664,"david-stockton",2015,2018
"1180","Devyn Marble","Devyn","Marble","devyn","marble",NA,"2527968/devyn-marble",2527968,"devyn-marble",2015,2016
"1181","Doug McDermott","Doug","McDermott","doug","mcdermott",NA,"2528588/doug-mcdermott",2528588,"doug-mcdermott",2015,2019
"1182","Dwight Powell","Dwight","Powell","dwight","powell",NA,"2531367/dwight-powell",2531367,"dwight-powell",2015,2019
"1183","Furkan Aldemir","Furkan","Aldemir","furkan","aldemir",NA,"6577/furkan-aldemir",6577,"furkan-aldemir",2015,2015
"1184","Glenn Robinson III","Glenn","Robinson III","glenn","robinson","iii","2991039/glenn-robinson-iii",2991039,"glenn-robinson-iii",2015,2019
"1185","JaMychal Green","JaMychal","Green","jamychal","green",NA,"2327577/jamychal-green",2327577,"jamychal-green",2015,2019
"1186","Jarnell Stokes","Jarnell","Stokes","jarnell","stokes",NA,"2614962/jarnell-stokes",2614962,"jarnell-stokes",2015,2017
"1187","Joe Harris","Joe","Harris","joe","harris",NA,"2528794/joe-harris",2528794,"joe-harris",2015,2019
"1188","Johnny O'Bryant III","Johnny","O'Bryant III","johnny","obryant","iii","2581084/johnny-o'bryant-iii",2581084,"johnny-o'bryant-iii",2015,2018
"1189","Jordan Adams","Jordan","Adams","jordan","adams",NA,"2993873/jordan-adams",2993873,"jordan-adams",2015,2016
"1190","Kyle Anderson","Kyle","Anderson","kyle","anderson",NA,"2993874/kyle-anderson",2993874,"kyle-anderson",2015,2019
"1191","Nick Johnson","Nick","Johnson","nick","johnson",NA,"2580589/nick-johnson",2580589,"nick-johnson",2015,2015
"1192","Russ Smith","Russ","Smith","russ","smith",NA,"2531038/russ-smith",2531038,"russ-smith",2015,2016
"1193","Shayne Whittington","Shayne","Whittington","shayne","whittington",NA,"2491063/shayne-whittington",2491063,"shayne-whittington",2015,2016
"1194","Alex Kirk","Alex","Kirk","alex","kirk",NA,"2528355/alex-kirk",2528355,"alex-kirk",2015,2015
"1195","Andre Dawkins","Andre","Dawkins","andre","dawkins",NA,"2488650/andre-dawkins",2488650,"andre-dawkins",2015,2015
"1196","Bruno Caboclo","Bruno","Caboclo","bruno","caboclo",NA,"3113297/bruno-caboclo",3113297,"bruno-caboclo",2015,2019
"1197","CJ Wilcox","CJ","Wilcox","cj","wilcox",NA,"2488999/cj-wilcox",2488999,"cj-wilcox",2015,2017
"1198","Drew Gordon","Drew","Gordon","drew","gordon",NA,"2327465/drew-gordon",2327465,"drew-gordon",2015,2015
"1199","Grant Jerrett","Grant","Jerrett","grant","jerrett",NA,"2991009/grant-jerrett",2991009,"grant-jerrett",2015,2015
"1200","Jack Cooley","Jack","Cooley","jack","cooley",NA,"2488713/jack-cooley",2488713,"jack-cooley",2015,2018
"1201","Jerel McNeal","Jerel","McNeal","jerel","mcneal",NA,"4158/jerel-mcneal",4158,"jerel-mcneal",2015,2015
"1202","Julius Randle","Julius","Randle","julius","randle",NA,"3064514/julius-randle",3064514,"julius-randle",2015,2019
"1203","Lucas Nogueira","Lucas","Nogueira","lucas","nogueira",NA,"3032980/lucas-nogueira",3032980,"lucas-nogueira",2015,2018
"1204","Patrick Christopher","Patrick","Christopher","patrick","christopher",NA,"2232456/patrick-christopher",2232456,"patrick-christopher",2015,2015
"1205","Will Cherry","Will","Cherry","will","cherry",NA,"2489897/will-cherry",2489897,"will-cherry",2015,2015
"1206","Zoran Dragic","Zoran","Dragic","zoran","dragic",NA,"2560823/zoran-dragic",2560823,"zoran-dragic",2015,2015
"1207","Cameron Bairstow","Cameron","Bairstow","cameron","bairstow",NA,"2528354/cameron-bairstow",2528354,"cameron-bairstow",2015,2016
"1208","David Wear","David","Wear","david","wear",NA,"2488673/david-wear",2488673,"david-wear",2015,2015
"1209","Eric Moreland","Eric","Moreland","eric","moreland",NA,"2531352/eric-moreland",2531352,"eric-moreland",2015,2019
"1210","Jerrelle Benimon","Jerrelle","Benimon","jerrelle","benimon",NA,"2488701/jerrelle-benimon",2488701,"jerrelle-benimon",2015,2015
"1211","Kalin Lucas","Kalin","Lucas","kalin","lucas",NA,"2282734/kalin-lucas",2282734,"kalin-lucas",2015,2019
"1212","Sim Bhullar","Sim","Bhullar","sim","bhullar",NA,"2596402/sim-bhullar",2596402,"sim-bhullar",2015,2015
"1213","Jahlil Okafor","Jahlil","Okafor","jahlil","okafor",NA,"3135048/jahlil-okafor",3135048,"jahlil-okafor",2016,2019
